案件編號,合約日期,月份,帳齡
L2404004519,2024/04,2024/07,Normal
L2407008768,2024/07,2024/07,Normal
L2403006007,2024/03,2024/07,Normal
L2406003369,2024/06,2024/07,Normal
L2401003765,2024/03,2024/07,Normal
L2407000415,2024/07,2024/07,Normal
L2404005422,2024/05,2024/07,Normal
L2407006824,2024/07,2024/07,Normal
L2404000474,2024/04,2024/07,Normal
L2403006948,2024/03,2024/07,Normal
L240102435AA,2024/01,2024/07,Normal
L2403003287,2024/03,2024/07,Normal
L2404009757,2024/07,2024/07,Normal
L2406007675,2024/06,2024/07,Normal
F2404003835,2024/04,2024/07,Normal
L2405008377,2024/05,2024/07,Normal
L2402003660,2024/03,2024/07,Normal
L2407005759,2024/07,2024/07,Normal
L2403007195,2024/04,2024/07,Normal
L2401000531,2024/01,2024/07,Normal
L240100256AA,2024/01,2024/07,M3
L2404008252,2024/05,2024/07,Normal
L2406001260,2024/06,2024/07,Normal
L2404004039,2024/04,2024/07,Normal
L2407005259,2024/07,2024/07,Normal
L2401002366,2024/01,2024/07,Normal
L2402010099,2024/03,2024/07,Normal
L2406006630,2024/06,2024/07,Normal
L2405005009,2024/06,2024/07,Normal
L2405006654,2024/06,2024/07,Normal
L2405002569,2024/05,2024/07,Normal
L2406006308,2024/06,2024/07,Normal
L240100357AA,2024/01,2024/07,Normal
F2401003735,2024/01,2024/07,Normal
L2402007179,2024/02,2024/07,Normal
L2406008018,2024/07,2024/07,Normal
L2405010557,2024/06,2024/07,Normal
L2406000482,2024/06,2024/07,Normal
L2403002060,2024/03,2024/07,Normal
L2407001617,2024/07,2024/07,Normal
L2404006295,2024/05,2024/07,Normal
L2404007081,2024/04,2024/07,Normal
L2403009514,2024/04,2024/07,Normal
L2405005014,2024/06,2024/07,Normal
L2402006792,2024/04,2024/07,Normal
L2402008935,2024/03,2024/07,Normal
L2403002276,2024/03,2024/07,Normal
L2407008497,2024/07,2024/07,Normal
L2407000251,2024/07,2024/07,Normal
L2404007259,2024/06,2024/07,Normal
L2407004787,2024/07,2024/07,Normal
L2404001467,2024/04,2024/07,Normal
L2402001307,2024/02,2024/07,Normal
L2405005381,2024/06,2024/07,M0
L2407001121,2024/07,2024/07,Normal
L2402001127,2024/02,2024/07,Normal
L2403003670,2024/03,2024/07,Normal
L2405008351,2024/07,2024/07,Normal
L2407010454,2024/07,2024/07,Normal
L2402007083,2024/02,2024/07,Normal
L2403007269,2024/05,2024/07,Normal
L2405005208,2024/07,2024/07,Normal
L2403001643,2024/03,2024/07,Normal
L2403008749,2024/04,2024/07,Normal
L2407002071,2024/07,2024/07,Normal
L2402003043,2024/02,2024/07,M1
L2404008095,2024/05,2024/07,Normal
L2402003610,2024/02,2024/07,Normal
L2402004605,2024/03,2024/07,Normal
L2407006769,2024/07,2024/07,Normal
L2403004525,2024/03,2024/07,Normal
L2404009815,2024/07,2024/07,Normal
L2406004697,2024/06,2024/07,Normal
L2403005300,2024/03,2024/07,Normal
L2401006811,2024/03,2024/07,Normal
L2402009335,2024/03,2024/07,M1
L2403010236,2024/04,2024/07,Normal
L2403004806,2024/04,2024/07,Normal
L240102379AA,2024/01,2024/07,Normal
L2404001417,2024/04,2024/07,Normal
L2403007286,2024/05,2024/07,Normal
L2402008812,2024/03,2024/07,Normal
L2405010144,2024/06,2024/07,Normal
L2408011549,2024/08,2024/08,Normal
L2408010167,2024/08,2024/08,Normal
L2408009379,2024/08,2024/08,Normal
L2408008567,2024/08,2024/08,Normal
L2408005882,2024/08,2024/08,Normal
L2408005743,2024/08,2024/08,Normal
L2408005673,2024/08,2024/08,Normal
L2408004885,2024/08,2024/08,Normal
L2408004884,2024/08,2024/08,Normal
L2408003277,2024/08,2024/08,Normal
L2408003057,2024/08,2024/08,Normal
L2408002773,2024/08,2024/08,Normal
L2408002455,2024/08,2024/08,Normal
L2408000516,2024/08,2024/08,Normal
L2408000461,2024/08,2024/08,Normal
L2407013022,2024/08,2024/08,Normal
L2407012517,2024/08,2024/08,Normal
L2407012372,2024/08,2024/08,Normal
L2407012117,2024/08,2024/08,Normal
L2407011039,2024/08,2024/08,Normal
L2407010919,2024/08,2024/08,Normal
L2407010914,2024/08,2024/08,Normal
L2407010499,2024/07,2024/08,Normal
L2407010454,2024/07,2024/08,Normal
L2407009969,2024/08,2024/08,Normal
L2407009821,2024/08,2024/08,Normal
L2407009796,2024/08,2024/08,Normal
L2407009679,2024/08,2024/08,Normal
L2407009437,2024/08,2024/08,Normal
L2407009158,2024/07,2024/08,Normal
L2407009076,2024/07,2024/08,Normal
L2407008946,2024/07,2024/08,Normal
L2407008768,2024/07,2024/08,Normal
L2407008497,2024/07,2024/08,Normal
L2407007719,2024/07,2024/08,Normal
L2407007648,2024/07,2024/08,Normal
L2407007233,2024/07,2024/08,Normal
L2407007170,2024/07,2024/08,Normal
L2407007079,2024/07,2024/08,Normal
L2407006828,2024/07,2024/08,Normal
L2407006824,2024/07,2024/08,Normal
L2407006817,2024/08,2024/08,Normal
L2407006769,2024/07,2024/08,Normal
L2407006559,2024/08,2024/08,Normal
L2407006425,2024/08,2024/08,Normal
L2407005783,2024/07,2024/08,Normal
L2407005759,2024/07,2024/08,Normal
L2407005757,2024/07,2024/08,Normal
L2407005259,2024/07,2024/08,Normal
L2407004787,2024/07,2024/08,Normal
L2407004679,2024/08,2024/08,Normal
L2407002071,2024/07,2024/08,Normal
L2407001886,2024/07,2024/08,Normal
L2407001712,2024/07,2024/08,Normal
L2407001617,2024/07,2024/08,Normal
L2407001508,2024/08,2024/08,Normal
L2407001121,2024/07,2024/08,Normal
L2407000961,2024/08,2024/08,Normal
L2407000444,2024/07,2024/08,Normal
L2407000415,2024/07,2024/08,Normal
L2407000278,2024/07,2024/08,Normal
L2407000251,2024/07,2024/08,Normal
L2406010843,2024/07,2024/08,Normal
L2406010211,2024/07,2024/08,Normal
L2406010103,2024/06,2024/08,Normal
L2406009496,2024/06,2024/08,Normal
L2406008018,2024/07,2024/08,Normal
L2406007675,2024/06,2024/08,Normal
L2406007558,2024/07,2024/08,Normal
L2406007299,2024/07,2024/08,Normal
L2406006630,2024/06,2024/08,Normal
L2406006308,2024/06,2024/08,Normal
L2406004916,2024/06,2024/08,Normal
L2406004907,2024/06,2024/08,Normal
L2406004697,2024/06,2024/08,Normal
L2406004454,2024/06,2024/08,Normal
L2406004315,2024/06,2024/08,Normal
L2406004239,2024/07,2024/08,Normal
L2406003744,2024/06,2024/08,Normal
L2406003369,2024/06,2024/08,Normal
L2406003225,2024/07,2024/08,Normal
L2406003218,2024/07,2024/08,Normal
L2406002759,2024/07,2024/08,Normal
L2406002124,2024/06,2024/08,Normal
L2406001609,2024/06,2024/08,Normal
L2406001551,2024/07,2024/08,Normal
L2406001510,2024/07,2024/08,Normal
L2406001509,2024/06,2024/08,Normal
L2406001275,2024/06,2024/08,Normal
L2406001270,2024/06,2024/08,Normal
L2406001260,2024/06,2024/08,Normal
L2406000715,2024/06,2024/08,Normal
L2406000482,2024/06,2024/08,Normal
L2405011092,2024/06,2024/08,Normal
L2405010610,2024/06,2024/08,Normal
L2405010570,2024/07,2024/08,Normal
L2405010557,2024/06,2024/08,Normal
L2405010240,2024/06,2024/08,Normal
L2405010144,2024/06,2024/08,Normal
L2405009828,2024/06,2024/08,Normal
L2405009710,2024/06,2024/08,Normal
L2405009559,2024/06,2024/08,Normal
L2405009271,2024/07,2024/08,Normal
L2405008377,2024/05,2024/08,Normal
L2405008351,2024/07,2024/08,Normal
L2405007862,2024/05,2024/08,Normal
L2405007632,2024/05,2024/08,Normal
L2405007426,2024/05,2024/08,Normal
L2405007150,2024/06,2024/08,Normal
L2405007006,2024/06,2024/08,Normal
L2405006812,2024/06,2024/08,Normal
L2405006654,2024/06,2024/08,Normal
L2405005441,2024/05,2024/08,M3
L2405005381,2024/06,2024/08,M0
L2405005208,2024/07,2024/08,Normal
L2405005014,2024/06,2024/08,Normal
L2405005009,2024/06,2024/08,Normal
L2405004757,2024/05,2024/08,Normal
L2405004399,2024/06,2024/08,Normal
L2405003624,2024/05,2024/08,Normal
L2405003467,2024/05,2024/08,Normal
L2405002569,2024/05,2024/08,Normal
L2405002501,2024/05,2024/08,Normal
L2405002102,2024/06,2024/08,Normal
L2404009815,2024/07,2024/08,Normal
L2404009757,2024/07,2024/08,Normal
L2404008952,2024/05,2024/08,Normal
L2404008788,2024/05,2024/08,Normal
L2404008693,2024/05,2024/08,Normal
L2404008252,2024/05,2024/08,Normal
L2404008154,2024/05,2024/08,Normal
L2404008095,2024/05,2024/08,Normal
L2404007781,2024/05,2024/08,Normal
L2404007463,2024/04,2024/08,Normal
L2404007462,2024/05,2024/08,Normal
L2404007259,2024/06,2024/08,Normal
L2404007081,2024/04,2024/08,Normal
L2404006985,2024/04,2024/08,Normal
L2404006799,2024/04,2024/08,Normal
L2404006295,2024/05,2024/08,Normal
L2404005792,2024/04,2024/08,M0
L2404005422,2024/05,2024/08,Normal
L2404005293,2024/04,2024/08,Normal
L2404005020,2024/04,2024/08,Normal
L2404004519,2024/04,2024/08,Normal
L2404004407,2024/04,2024/08,Normal
L2404004039,2024/04,2024/08,Normal
L2404004035,2024/04,2024/08,Normal
L2404003612,2024/04,2024/08,Normal
L2404003543,2024/04,2024/08,Normal
L2404002172,2024/05,2024/08,Normal
L2404001467,2024/04,2024/08,Normal
L2404001417,2024/04,2024/08,Normal
L2404000940,2024/04,2024/08,Normal
L2404000609,2024/04,2024/08,Normal
L2404000474,2024/04,2024/08,Normal
L2404000047,2024/04,2024/08,Normal
L2403010508,2024/04,2024/08,Normal
L2403010497,2024/04,2024/08,Normal
L2403010236,2024/04,2024/08,Normal
L2403009740,2024/04,2024/08,Normal
L2403009514,2024/04,2024/08,Normal
L2403009207,2024/04,2024/08,Normal
L2403009089,2024/04,2024/08,Normal
L2403008749,2024/04,2024/08,Normal
L2403007475,2024/04,2024/08,Normal
L2403007286,2024/05,2024/08,Normal
L2403007269,2024/05,2024/08,Normal
L2403007195,2024/04,2024/08,Normal
L2403006948,2024/03,2024/08,Normal
L2403006901,2024/04,2024/08,Normal
L2403006447,2024/04,2024/08,Normal
L2403006069,2024/04,2024/08,Normal
L2403006007,2024/03,2024/08,Normal
L2403005300,2024/03,2024/08,Normal
L2403005278,2024/03,2024/08,Normal
L2403004806,2024/04,2024/08,Normal
L2403004525,2024/03,2024/08,Normal
L2403004523,2024/03,2024/08,Normal
L2403004442,2024/05,2024/08,Normal
L2403003670,2024/03,2024/08,Normal
L2403003537,2024/03,2024/08,Normal
L2403003432,2024/08,2024/08,Normal
L2403003287,2024/03,2024/08,Normal
L2403003204,2024/03,2024/08,Normal
L2403002276,2024/03,2024/08,Normal
L2403002060,2024/03,2024/08,Normal
L2403001643,2024/03,2024/08,Normal
L2403001227,2024/03,2024/08,Normal
L2402010099,2024/03,2024/08,Normal
L2402009335,2024/03,2024/08,M1
L2402008935,2024/03,2024/08,Normal
L2402008891,2024/04,2024/08,Normal
L2402008812,2024/03,2024/08,Normal
L2402008566,2024/03,2024/08,Normal
L2402007179,2024/02,2024/08,Normal
L2402007168,2024/03,2024/08,Normal
L2402007153,2024/03,2024/08,Normal
L2402007083,2024/02,2024/08,Normal
L2402006896,2024/03,2024/08,Normal
L2402006792,2024/04,2024/08,Normal
L2402006298,2024/03,2024/08,Normal
L2402006085,2024/02,2024/08,Normal
L2402005880,2024/04,2024/08,Normal
L2402005423,2024/02,2024/08,Normal
L2402005183,2024/02,2024/08,M2
L2402005164,2024/02,2024/08,Normal
L2402004605,2024/03,2024/08,Normal
L2402003660,2024/03,2024/08,Normal
L2402003610,2024/02,2024/08,Normal
L2402003043,2024/02,2024/08,M1
L2402002543,2024/02,2024/08,Normal
L2402002282,2024/02,2024/08,Normal
L2402001882,2024/02,2024/08,M2
L2402001869,2024/02,2024/08,M1
L2402001545,2024/02,2024/08,Normal
L2402001307,2024/02,2024/08,Normal
L2402001127,2024/02,2024/08,Normal
L2402001050,2024/02,2024/08,Normal
L2402000133,2024/02,2024/08,Normal
L2402000117,2024/02,2024/08,Normal
L240103020AA,2024/01,2024/08,Normal
L240102958AA,2024/01,2024/08,Normal
L240102775AA,2024/01,2024/08,Normal
L240102533AA,2024/01,2024/08,M0
L240102435AA,2024/01,2024/08,Normal
L240102379AA,2024/01,2024/08,Normal
L240102234AA,2024/01,2024/08,Normal
L240102200AA,2024/01,2024/08,Normal
L240101306AA,2024/01,2024/08,Normal
L240101095AA,2024/01,2024/08,Normal
L2401006992,2024/02,2024/08,Normal
L2401006811,2024/03,2024/08,Normal
L2401006285,2024/02,2024/08,Normal
L2401005867,2024/02,2024/08,Normal
L2401004453,2024/02,2024/08,Normal
L2401003765,2024/03,2024/08,Normal
L240100357AA,2024/01,2024/08,Normal
L2401003092,2024/01,2024/08,Normal
L2401002694,2024/01,2024/08,M0
L240100256AA,2024/01,2024/08,M4
L2401002366,2024/01,2024/08,Normal
L2401001217,2024/01,2024/08,Normal
L2401001143,2024/02,2024/08,Normal
L2401000790,2024/01,2024/08,Normal
L2401000531,2024/01,2024/08,Normal
L2401000231,2024/01,2024/08,Normal
F2408006894,2024/08,2024/08,Normal
F2406010399,2024/07,2024/08,Normal
F2406004461,2024/06,2024/08,Normal
F2404003835,2024/04,2024/08,Normal
F2402009004,2024/03,2024/08,Normal
F2402008234,2024/03,2024/08,Normal
F2402000190,2024/02,2024/08,Normal
F2401003735,2024/01,2024/08,Normal
L2406007558,2024/07,2024/09,Normal
L2403006901,2024/04,2024/09,Normal
F2406010399,2024/07,2024/09,Normal
L2407009821,2024/08,2024/09,Normal
L2407006425,2024/08,2024/09,Normal
L2402008566,2024/03,2024/09,Normal
L2408010042,2024/09,2024/09,Normal
L2403006069,2024/04,2024/09,Normal
L2405010610,2024/06,2024/09,Normal
F2404003835,2024/04,2024/09,Normal
L2403006447,2024/04,2024/09,Normal
L2408007143,2024/09,2024/09,Normal
L2404008154,2024/05,2024/09,Normal
L2406010211,2024/07,2024/09,Normal
F2402009004,2024/03,2024/09,Normal
L2401005867,2024/02,2024/09,Normal
L2402006896,2024/03,2024/09,Normal
L2406001510,2024/07,2024/09,Normal
L2405009828,2024/06,2024/09,Normal
L2405004399,2024/06,2024/09,Normal
L2401006285,2024/02,2024/09,Normal
L2403004523,2024/03,2024/09,M0
L2408009912,2024/09,2024/09,Normal
L2406004916,2024/06,2024/09,Normal
L2404005293,2024/04,2024/09,Normal
L2405004757,2024/05,2024/09,Normal
L2402000117,2024/02,2024/09,Normal
L2408013659,2024/09,2024/09,Normal
L2403001227,2024/03,2024/09,Normal
L2407005792,2024/09,2024/09,Normal
L240102533AA,2024/01,2024/09,M2
F2402000190,2024/02,2024/09,M1
L2407009679,2024/08,2024/09,Normal
L2406001275,2024/06,2024/09,Normal
L2407005757,2024/07,2024/09,Normal
F2408006894,2024/08,2024/09,Normal
L2403009207,2024/04,2024/09,Normal
L2407007648,2024/07,2024/09,Normal
L2408002455,2024/08,2024/09,Normal
L2407012517,2024/08,2024/09,Normal
L2409004714,2024/09,2024/09,Normal
L2408000461,2024/08,2024/09,Normal
L2402005164,2024/02,2024/09,M1
L240101095AA,2024/01,2024/09,Normal
L2408013770,2024/09,2024/09,Normal
F2402008234,2024/03,2024/09,Normal
L2403010497,2024/04,2024/09,Normal
L2406004239,2024/07,2024/09,Normal
L240102200AA,2024/01,2024/09,Normal
L2408012324,2024/09,2024/09,Normal
L2404003543,2024/04,2024/09,M1
L2404000047,2024/04,2024/09,Normal
L2405007632,2024/05,2024/09,Normal
L2402001869,2024/02,2024/09,M1
L2406009496,2024/06,2024/09,Normal
L2409008232,2024/09,2024/09,Normal
L2409000484,2024/09,2024/09,Normal
L2402001545,2024/02,2024/09,Normal
L2409009383,2024/09,2024/09,Normal
L2404005020,2024/04,2024/09,Normal
L2403009740,2024/04,2024/09,Normal
L2406004315,2024/06,2024/09,Normal
L2404000609,2024/04,2024/09,Normal
L2407010919,2024/08,2024/09,Normal
L2403003204,2024/03,2024/09,Normal
L240102234AA,2024/01,2024/09,Normal
L2408004884,2024/08,2024/09,Normal
L2407007079,2024/07,2024/09,Normal
L2402001882,2024/02,2024/09,M1
L2404004035,2024/04,2024/09,Normal
L2409003085,2024/09,2024/09,Normal
L2401003092,2024/01,2024/09,Normal
L2408012955,2024/09,2024/09,Normal
L2404007463,2024/04,2024/09,Normal
L2405010240,2024/06,2024/09,Normal
L2409007078,2024/09,2024/09,Normal
L2408013580,2024/09,2024/09,Normal
L2404006799,2024/04,2024/09,Normal
L2403009089,2024/04,2024/09,Normal
L2407001712,2024/07,2024/09,Normal
L2407002071,2024/07,2024/09,Normal
L2401004453,2024/02,2024/09,Normal
L2404006985,2024/04,2024/09,Normal
L2407009969,2024/08,2024/09,Normal
L2406002124,2024/06,2024/09,Normal
L2405010570,2024/07,2024/09,Normal
L2409004494,2024/09,2024/09,Normal
L2405002102,2024/06,2024/09,Normal
L2406003218,2024/07,2024/09,Normal
L2406001551,2024/07,2024/09,Normal
L2402008891,2024/04,2024/09,Normal
L2407005783,2024/07,2024/09,Normal
L2401000790,2024/01,2024/09,Normal
L2401006992,2024/02,2024/09,Normal
L2403010508,2024/04,2024/09,Normal
L2403004442,2024/05,2024/09,Normal
L2405007862,2024/05,2024/09,Normal
L2406000715,2024/06,2024/09,Normal
L2407008946,2024/07,2024/09,Normal
L2408003057,2024/08,2024/09,Normal
L2408012597,2024/09,2024/09,Normal
L2403003537,2024/03,2024/09,Normal
L2402001050,2024/02,2024/09,Normal
L2409000013,2024/09,2024/09,Normal
L2407000278,2024/07,2024/09,Normal
L2404004407,2024/04,2024/09,Normal
L2407007170,2024/07,2024/09,Normal
L2409010744,2024/09,2024/09,Normal
L2408010167,2024/08,2024/09,Normal
L2409002246,2024/09,2024/09,Normal
L2408000516,2024/08,2024/09,Normal
L2405009271,2024/07,2024/09,Normal
L2406007299,2024/07,2024/09,Normal
L2407010499,2024/07,2024/09,Normal
L2406002759,2024/07,2024/09,Normal
L2402005423,2024/02,2024/09,Normal
L2403005278,2024/03,2024/09,Normal
L2402007153,2024/03,2024/09,Normal
L2408012162,2024/09,2024/09,Normal
L2407010914,2024/08,2024/09,Normal
L2408013285,2024/09,2024/09,Normal
L240101306AA,2024/01,2024/09,Normal
L2409006939,2024/09,2024/09,Normal
L2401001217,2024/01,2024/09,Normal
L2406010103,2024/06,2024/09,Normal
L2405006812,2024/06,2024/09,Normal
L2404007781,2024/05,2024/09,Normal
L2402000133,2024/02,2024/09,Normal
L2408013625,2024/09,2024/09,Normal
L2407000444,2024/07,2024/09,Normal
L2407009158,2024/07,2024/09,Normal
L2406004907,2024/06,2024/09,Normal
L2405007150,2024/06,2024/09,Normal
L240102958AA,2024/01,2024/09,Normal
L2409008798,2024/09,2024/09,Normal
L2402006085,2024/02,2024/09,Normal
L2409001359,2024/09,2024/09,Normal
L2407006828,2024/07,2024/09,Normal
L2407007233,2024/07,2024/09,M1
L2404008693,2024/05,2024/09,Normal
L2402002282,2024/02,2024/09,Normal
L2404005792,2024/04,2024/09,Normal
L2409006622,2024/09,2024/09,Normal
L2406004454,2024/06,2024/09,Normal
L2404008952,2024/05,2024/09,Normal
L2406003744,2024/06,2024/09,Normal
L2404000940,2024/04,2024/09,Normal
L2408005743,2024/08,2024/09,Normal
L2407009076,2024/07,2024/09,Normal
L2406001609,2024/06,2024/09,Normal
L2404008788,2024/05,2024/09,Normal
L2407007719,2024/07,2024/09,Normal
L2403007475,2024/04,2024/09,Normal
L2406010843,2024/07,2024/09,Normal
L2404007462,2024/05,2024/09,Normal
L2407004679,2024/08,2024/09,Normal
L2408013698,2024/09,2024/09,Normal
L2409004777,2024/09,2024/09,Normal
L2402005183,2024/02,2024/09,M1
L2402005880,2024/04,2024/09,Normal
L2402002543,2024/02,2024/09,Normal
L2405002501,2024/05,2024/09,M0
L2401002694,2024/01,2024/09,M0
L2407001886,2024/07,2024/09,Normal
F2406004461,2024/06,2024/09,Normal
L2401001143,2024/02,2024/09,Normal
L2404002172,2024/05,2024/09,Normal
L2405007426,2024/05,2024/09,Normal
L240102775AA,2024/01,2024/09,Normal
L2408010043,2024/09,2024/09,Normal
L2406001509,2024/06,2024/09,Normal
L2408005673,2024/08,2024/09,Normal
L2402006298,2024/03,2024/09,Normal
L2407012372,2024/08,2024/09,Normal
L2404003612,2024/04,2024/09,Normal
L2409002156,2024/09,2024/09,Normal
L240103020AA,2024/01,2024/09,Normal
L2406001270,2024/06,2024/09,Normal
L2405003624,2024/05,2024/09,Normal
L2407009437,2024/08,2024/09,Normal
L2402007168,2024/03,2024/09,Normal
L2407006817,2024/08,2024/09,Normal
L2405003467,2024/05,2024/09,Normal
L2406003225,2024/07,2024/09,Normal
L2405009710,2024/06,2024/09,Normal
L2404005422,2024/05,2024/09,Normal
L2404000474,2024/04,2024/09,Normal
L2407006559,2024/08,2024/09,Normal
L2403006948,2024/03,2024/09,Normal
L240102435AA,2024/01,2024/09,Normal
L2404009757,2024/07,2024/09,Normal
L2406007675,2024/06,2024/09,Normal
L2404004519,2024/04,2024/09,Normal
L2408011544,2024/09,2024/09,Normal
L2401003765,2024/03,2024/09,Normal
L2407006824,2024/07,2024/09,Normal
L2402003660,2024/03,2024/09,Normal
L2403007195,2024/04,2024/09,Normal
L2407005259,2024/07,2024/09,Normal
L2407008768,2024/07,2024/09,Normal
L2408011401,2024/09,2024/09,Normal
L2403006007,2024/03,2024/09,Normal
L2402010099,2024/03,2024/09,Normal
L2405005009,2024/06,2024/09,Normal
L2408002773,2024/08,2024/09,Normal
L2403003432,2024/08,2024/09,Normal
L2407000415,2024/07,2024/09,Normal
L2408012618,2024/09,2024/09,Normal
L2405006654,2024/06,2024/09,Normal
L2401000531,2024/01,2024/09,Normal
L2401000231,2024/01,2024/09,Normal
L2405009559,2024/06,2024/09,Normal
L2404004039,2024/04,2024/09,Normal
L2403003287,2024/03,2024/09,Normal
L2405008377,2024/05,2024/09,Normal
L240100256AA,2024/01,2024/09,M5
L2407005759,2024/07,2024/09,Normal
L2405011092,2024/06,2024/09,Normal
L2401002366,2024/01,2024/09,Normal
L2409000858,2024/09,2024/09,Normal
L2404008252,2024/05,2024/09,Normal
L2408004885,2024/08,2024/09,Normal
L2405002569,2024/05,2024/09,Normal
L2407000961,2024/08,2024/09,Normal
L2406001260,2024/06,2024/09,Normal
L2407013022,2024/08,2024/09,Normal
L2406006630,2024/06,2024/09,Normal
L2408005882,2024/08,2024/09,Normal
L2406006308,2024/06,2024/09,Normal
L240100357AA,2024/01,2024/09,Normal
F2401003735,2024/01,2024/09,Normal
L2408007363,2024/09,2024/09,Normal
L2409008582,2024/09,2024/09,Normal
L2404006295,2024/05,2024/09,Normal
L2406008018,2024/07,2024/09,Normal
L2407012117,2024/08,2024/09,Normal
L2403002060,2024/03,2024/09,Normal
L2402007179,2024/02,2024/09,Normal
L2408013531,2024/09,2024/09,Normal
L2406000482,2024/06,2024/09,Normal
L2405010557,2024/06,2024/09,Normal
L2407001617,2024/07,2024/09,Normal
L2402006792,2024/04,2024/09,Normal
L2409006371,2024/09,2024/09,Normal
L2402008935,2024/03,2024/09,Normal
L2407000251,2024/07,2024/09,Normal
L2409005368,2024/09,2024/09,Normal
L2408011549,2024/08,2024/09,Normal
F2408013543,2024/09,2024/09,Normal
L2403009514,2024/04,2024/09,Normal
L2407008497,2024/07,2024/09,Normal
L2402009335,2024/03,2024/09,M1
L2403007286,2024/05,2024/09,Normal
L2404007081,2024/04,2024/09,Normal
L2404007259,2024/06,2024/09,Normal
